beat_index,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min,record_id,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min
1354,,,,,,,100_clean,0.8056,0.7833,0.1,1.095,1.095,1.095
1355,,,,,,,100_clean,0.7833,0.7806,0.1,1.065,1.065,1.065
1356,,,,,,,100_clean,0.7806,0.7833,0.1,0.775,0.775,0.775
1357,,,,,,,100_clean,0.7833,0.8306,0.1,0.9,0.9,0.9
1358,,,,,,,100_clean,0.8306,0.8333,0.1,1.05,1.05,1.05
1359,,,,,,,100_clean,0.8333,0.8111,0.1,0.94,0.94,0.94
1360,,,,,,,100_clean,0.8111,0.8333,0.1,0.845,0.845,0.845
1361,,,,,,,100_clean,0.8333,0.8111,0.1,0.9,0.9,0.9
1362,,,,,,,100_clean,0.8111,0.7722,0.1,1.06,1.06,1.06
1363,,,,,,,100_clean,0.7722,0.7583,0.1,0.925,0.925,0.925
1364,,,,,,,100_clean,0.7583,0.8028,0.1,0.795,0.795,0.795
1365,,,,,,,100_clean,0.8028,0.8278,0.1,1.11,1.11,1.11
1366,,,,,,,100_clean,0.8278,0.8556,0.1,1.01,1.01,1.01
1367,,,,,,,100_clean,0.8556,0.8278,0.1,0.99,0.99,0.99
1368,,,,,,,100_clean,0.8278,0.7944,0.1,0.84,0.84,0.84
1369,,,,,,,100_clean,0.7944,0.825,0.1,0.99,0.99,0.99
1370,,,,,,,100_clean,0.825,0.8028,0.1,1.125,1.125,1.125
1371,,,,,,,100_clean,0.8028,0.7917,0.1,0.95,0.95,0.95
1372,,,,,,,100_clean,0.7917,0.8222,0.1,0.835,0.835,0.835
1373,,,,,,,100_clean,0.8222,0.8583,0.1,0.935,0.935,0.935
1374,,,,,,,100_clean,0.8583,0.8472,0.1,1.035,1.035,1.035
1375,,,,,,,100_clean,0.8472,0.825,0.1,1.07,1.07,1.07
1376,,,,,,,100_clean,0.825,0.7861,0.1,0.915,0.915,0.915
1377,,,,,,,100_clean,0.7861,0.7778,0.1,1.07,1.07,1.07
1378,,,,,,,100_clean,0.7778,0.8028,0.1,1.095,1.095,1.095
1379,,,,,,,100_clean,0.8028,0.7972,0.1,0.945,0.945,0.945
1380,,,,,,,100_clean,0.7972,0.825,0.1,0.785,0.785,0.785
1381,,,,,,,100_clean,0.825,0.8333,0.1,1.06,1.06,1.06
1382,,,,,,,100_clean,0.8333,0.825,0.1,1.095,1.095,1.095
1383,,,,,,,100_clean,0.825,0.7861,0.1,1.06,1.06,1.06
1384,,,,,,,100_clean,0.7861,0.7944,0.1,0.885,0.885,0.885
1385,,,,,,,100_clean,0.7944,0.7667,0.1,1.075,1.075,1.075
1386,,,,,,,100_clean,0.7667,0.7833,0.1,0.99,0.99,0.99
1387,,,,,,,100_clean,0.7833,0.8194,0.1,0.935,0.935,0.935
1388,,,,,,,100_clean,0.8194,0.8472,0.1,0.86,0.86,0.86
1389,,,,,,,100_clean,0.8472,0.8222,0.1,1.075,1.075,1.075
1390,,,,,,,100_clean,0.8222,0.8111,0.1,1.065,1.065,1.065
1391,,,,,,,100_clean,0.8111,0.775,0.1,1.0,1.0,1.0
1392,,,,,,,100_clean,0.775,0.7917,0.1,0.875,0.875,0.875
1393,,,,,,,100_clean,0.7917,0.8111,0.1,1.105,1.105,1.105
1394,,,,,,,100_clean,0.8111,0.8,0.1,1.065,1.065,1.065
1395,,,,,,,100_clean,0.8,0.5611,0.1,0.97,0.97,0.97
1396,,,,,,,100_clean,0.5611,1.025,0.1,0.78,0.78,0.78
1397,,,,,,,100_clean,1.025,0.8417,0.1,1.075,1.075,1.075
1398,,,,,,,100_clean,0.8417,0.7972,0.1,1.06,1.06,1.06
1399,,,,,,,100_clean,0.7972,0.7639,0.1,0.99,0.99,0.99
1400,,,,,,,100_clean,0.7639,0.7889,0.1,0.95,0.95,0.95
1401,,,,,,,100_clean,0.7889,0.7944,0.1,1.065,1.065,1.065
1402,,,,,,,100_clean,0.7944,0.825,0.1,1.06,1.06,1.06
1403,,,,,,,100_clean,0.825,0.8167,0.1,1.005,1.005,1.005
1404,,,,,,,100_clean,0.8167,0.8139,0.1,0.93,0.93,0.93
1405,,,,,,,100_clean,0.8139,0.8278,0.1,1.02,1.02,1.02
1406,,,,,,,100_clean,0.8278,0.7722,0.1,0.915,0.915,0.915
1407,,,,,,,100_clean,0.7722,0.7722,0.1,0.8,0.8,0.8
1408,,,,,,,100_clean,0.7722,0.7944,0.1,0.915,0.915,0.915
1409,,,,,,,100_clean,0.7944,0.8056,0.1,1.05,1.05,1.05
1410,,,,,,,100_clean,0.8056,0.8444,0.1,1.15,1.15,1.15
1411,,,,,,,100_clean,0.8444,0.8444,0.1,0.83,0.83,0.83
1412,,,,,,,100_clean,0.8444,0.8333,0.1,0.97,0.97,0.97
1413,,,,,,,100_clean,0.8333,0.7917,0.1,1.165,1.165,1.165
1414,,,,,,,100_clean,0.7917,0.7972,0.1,1.1,1.1,1.1
1415,,,,,,,100_clean,0.7972,0.7833,0.1,0.88,0.88,0.88
1416,,,,,,,100_clean,0.7833,0.8167,0.1,0.92,0.92,0.92
1417,,,,,,,100_clean,0.8167,0.8194,0.1,1.145,1.145,1.145
1418,,,,,,,100_clean,0.8194,0.8222,0.1,1.03,1.03,1.03
1419,,,,,,,100_clean,0.8222,0.8417,0.1,0.95,0.95,0.95
1420,,,,,,,100_clean,0.8417,0.8167,0.1,0.955,0.955,0.955
1421,,,,,,,100_clean,0.8167,0.7861,0.1,1.15,1.15,1.15
1422,,,,,,,100_clean,0.7861,0.7639,0.1,1.035,1.035,1.035
1423,,,,,,,100_clean,0.7639,0.8,0.1,0.925,0.925,0.925
1424,,,,,,,100_clean,0.8,0.8139,0.1,1.105,1.105,1.105
1425,,,,,,,100_clean,0.8139,0.8194,0.1,1.12,1.12,1.12
1426,,,,,,,100_clean,0.8194,0.8167,0.1,0.995,0.995,0.995
1427,,,,,,,100_clean,0.8167,0.8056,0.1,0.805,0.805,0.805
1428,,,,,,,100_clean,0.8056,0.8056,0.1,1.035,1.035,1.035
1429,,,,,,,100_clean,0.8056,0.7861,0.1,1.1,1.1,1.1
1430,,,,,,,100_clean,0.7861,0.7528,0.1,0.895,0.895,0.895
1431,,,,,,,100_clean,0.7528,0.8056,0.1,0.82,0.82,0.82
1432,,,,,,,100_clean,0.8056,0.8389,0.1,1.14,1.14,1.14
1433,,,,,,,100_clean,0.8389,0.8361,0.1,1.08,1.08,1.08
1434,,,,,,,100_clean,0.8361,0.8167,0.1,0.895,0.895,0.895
1435,,,,,,,100_clean,0.8167,0.7889,0.1,0.965,0.965,0.965
1436,,,,,,,100_clean,0.7889,0.7889,0.1,1.2,1.2,1.2
1437,,,,,,,100_clean,0.7889,0.7861,0.1,1.145,1.145,1.145
1438,,,,,,,100_clean,0.7861,0.7889,0.1,0.965,0.965,0.965
1439,,,,,,,100_clean,0.7889,0.8222,0.1,1.055,1.055,1.055
1440,,,,,,,100_clean,0.8222,0.8333,0.1,1.205,1.205,1.205
1441,,,,,,,100_clean,0.8333,0.8444,0.1,1.095,1.095,1.095
1442,,,,,,,100_clean,0.8444,0.8056,0.1,0.89,0.89,0.89
1443,,,,,,,100_clean,0.8056,0.7806,0.1,0.91,0.91,0.91
1444,,,,,,,100_clean,0.7806,0.7778,0.1,1.3,1.3,1.3
1445,,,,,,,100_clean,0.7778,0.7861,0.1,1.215,1.215,1.215
1446,,,,,,,100_clean,0.7861,0.8083,0.1,1.0,1.0,1.0
1447,,,,,,,100_clean,0.8083,0.85,0.1,0.925,0.925,0.925
1448,,,,,,,100_clean,0.85,0.8444,0.1,1.285,1.285,1.285
1449,,,,,,,100_clean,0.8444,0.8139,0.1,1.08,1.08,1.08
1450,,,,,,,100_clean,0.8139,0.8139,0.1,1.02,1.02,1.02
1451,,,,,,,100_clean,0.8139,0.8056,0.1,0.925,0.925,0.925
1452,,,,,,,100_clean,0.8056,0.7694,0.1,1.125,1.125,1.125
1453,,,,,,,100_clean,0.7694,0.7778,0.1,1.085,1.085,1.085
1454,,,,,,,100_clean,0.7778,0.8111,0.1,0.94,0.94,0.94
1455,,,,,,,100_clean,0.8111,0.85,0.1,0.94,0.94,0.94
1456,,,,,,,100_clean,0.85,0.8222,0.1,1.09,1.09,1.09
1457,,,,,,,100_clean,0.8222,0.7972,0.1,1.065,1.065,1.065
1458,,,,,,,100_clean,0.7972,0.7583,0.1,1.005,1.005,1.005
1459,,,,,,,100_clean,0.7583,0.8083,0.1,0.945,0.945,0.945
1460,,,,,,,100_clean,0.8083,0.7806,0.1,1.145,1.145,1.145
1461,,,,,,,100_clean,0.7806,0.7778,0.1,1.24,1.24,1.24
1462,,,,,,,100_clean,0.7778,0.8167,0.1,0.83,0.83,0.83
1463,,,,,,,100_clean,0.8167,0.8417,0.1,0.865,0.865,0.865
1464,,,,,,,100_clean,0.8417,0.8139,0.1,1.12,1.12,1.12
1465,,,,,,,100_clean,0.8139,0.7861,0.1,1.11,1.11,1.11
1466,,,,,,,100_clean,0.7861,0.7722,0.1,0.92,0.92,0.92
1467,,,,,,,100_clean,0.7722,0.7694,0.1,1.04,1.04,1.04
1468,,,,,,,100_clean,0.7694,0.8167,0.1,1.13,1.13,1.13
1469,,,,,,,100_clean,0.8167,0.8028,0.1,1.205,1.205,1.205
1470,,,,,,,100_clean,0.8028,0.8028,0.1,1.005,1.005,1.005
1471,,,,,,,100_clean,0.8028,0.8278,0.1,1.065,1.065,1.065
1472,,,,,,,100_clean,0.8278,0.8111,0.1,1.105,1.105,1.105
1473,,,,,,,100_clean,0.8111,0.7694,0.1,1.08,1.08,1.08
1474,,,,,,,100_clean,0.7694,0.7778,0.1,0.915,0.915,0.915
1475,,,,,,,100_clean,0.7778,0.7806,0.1,1.08,1.08,1.08
1476,,,,,,,100_clean,0.7806,0.8056,0.1,1.09,1.09,1.09
1477,,,,,,,100_clean,0.8056,0.8333,0.1,1.02,1.02,1.02
1478,,,,,,,100_clean,0.8333,0.8361,0.1,0.945,0.945,0.945
1479,,,,,,,100_clean,0.8361,0.8111,0.1,1.115,1.115,1.115
1480,,,,,,,100_clean,0.8111,0.6333,0.1,1.155,1.155,1.155
1481,,,,,,,100_clean,0.6333,0.9056,0.1,1.11,1.11,1.11
1482,,,,,,,100_clean,0.9056,0.7861,0.1,0.93,0.93,0.93
1483,,,,,,,100_clean,0.7861,0.5972,0.1,1.01,1.01,1.01
1484,,,,,,,100_clean,0.5972,0.9611,0.1,1.11,1.11,1.11
1485,,,,,,,100_clean,0.9611,0.8278,0.1,1.0,1.0,1.0
1486,,,,,,,100_clean,0.8278,0.8472,0.1,0.885,0.885,0.885
1487,,,,,,,100_clean,0.8472,0.825,0.1,0.885,0.885,0.885
1488,,,,,,,100_clean,0.825,0.7639,0.1,1.105,1.105,1.105
1489,,,,,,,100_clean,0.7639,0.7694,0.1,0.93,0.93,0.93
1490,,,,,,,100_clean,0.7694,0.7694,0.1,0.905,0.905,0.905
1491,,,,,,,100_clean,0.7694,0.8194,0.1,0.895,0.895,0.895
1492,,,,,,,100_clean,0.8194,0.8417,0.1,1.24,1.24,1.24
1493,,,,,,,100_clean,0.8417,0.825,0.1,1.055,1.055,1.055
1494,,,,,,,100_clean,0.825,0.8056,0.1,0.865,0.865,0.865
1495,,,,,,,100_clean,0.8056,0.8389,0.1,0.91,0.91,0.91
1496,,,,,,,100_clean,0.8389,0.7806,0.1,1.065,1.065,1.065
1497,,,,,,,100_clean,0.7806,0.7694,0.1,0.945,0.945,0.945
1498,,,,,,,100_clean,0.7694,0.7972,0.1,0.82,0.82,0.82
1499,,,,,,,100_clean,0.7972,0.8278,0.1,0.86,0.86,0.86
1500,,,,,,,100_clean,0.8278,0.8444,0.1,1.085,1.085,1.085
1501,,,,,,,100_clean,0.8444,0.8389,0.1,1.005,1.005,1.005
1502,,,,,,,100_clean,0.8389,0.7889,0.1,0.95,0.95,0.95
1503,,,,,,,100_clean,0.7889,0.7917,0.1,0.935,0.935,0.935
1504,,,,,,,100_clean,0.7917,0.8167,0.1,1.125,1.125,1.125
1505,,,,,,,100_clean,0.8167,0.7889,0.1,1.1,1.1,1.1
1506,,,,,,,100_clean,0.7889,0.7833,0.1,1.08,1.08,1.08
1507,,,,,,,100_clean,0.7833,0.8583,0.1,0.915,0.915,0.915
1508,,,,,,,100_clean,0.8583,0.8278,0.1,1.055,1.055,1.055
1509,,,,,,,100_clean,0.8278,0.8472,0.1,1.0,1.0,1.0
1510,,,,,,,100_clean,0.8472,0.7889,0.1,0.995,0.995,0.995
1511,,,,,,,100_clean,0.7889,0.7778,0.1,0.9,0.9,0.9
1512,,,,,,,100_clean,0.7778,0.7806,0.1,1.1,1.1,1.1
1513,,,,,,,100_clean,0.7806,0.8333,0.1,1.045,1.045,1.045
1514,,,,,,,100_clean,0.8333,0.8194,0.1,0.99,0.99,0.99
1515,,,,,,,100_clean,0.8194,0.8306,0.1,0.965,0.965,0.965
1516,,,,,,,100_clean,0.8306,0.8333,0.1,1.3,1.3,1.3
1517,,,,,,,100_clean,0.8333,0.8056,0.1,1.155,1.155,1.155
1518,,,,,,,100_clean,0.8056,0.7861,0.1,1.05,1.05,1.05
1519,,,,,,,100_clean,0.7861,0.7833,0.1,0.985,0.985,0.985
1520,,,,,,,100_clean,0.7833,0.7889,0.1,0.985,0.985,0.985
1521,,,,,,,100_clean,0.7889,0.5361,0.1,1.13,1.13,1.13
1522,,,,,,,100_clean,0.5361,1.0278,0.1,0.995,0.995,0.995
1523,,,,,,,100_clean,1.0278,0.8389,0.1,0.93,0.93,0.93
1524,,,,,,,100_clean,0.8389,0.825,0.1,0.995,0.995,0.995
1525,,,,,,,100_clean,0.825,0.7944,0.1,1.08,1.08,1.08
1526,,,,,,,100_clean,0.7944,0.7611,0.1,1.225,1.225,1.225
1527,,,,,,,100_clean,0.7611,0.8,0.1,0.95,0.95,0.95
1528,,,,,,,100_clean,0.8,0.8139,0.1,1.055,1.055,1.055
1529,,,,,,,100_clean,0.8139,0.55,0.1,1.08,1.08,1.08
1530,,,,,,,100_clean,0.55,1.0083,0.1,1.015,1.015,1.015
1531,,,,,,,100_clean,1.0083,0.8528,0.1,0.865,0.865,0.865
1532,,,,,,,100_clean,0.8528,0.8306,0.1,0.95,0.95,0.95
1533,,,,,,,100_clean,0.8306,0.7833,0.1,1.17,1.17,1.17
1534,,,,,,,100_clean,0.7833,0.7833,0.1,1.02,1.02,1.02
1535,,,,,,,100_clean,0.7833,0.7861,0.1,0.945,0.945,0.945
1536,,,,,,,100_clean,0.7861,0.8417,0.1,1.225,1.225,1.225
1537,,,,,,,100_clean,0.8417,0.8389,0.1,1.095,1.095,1.095
1538,,,,,,,100_clean,0.8389,0.8194,0.1,1.17,1.17,1.17
1539,,,,,,,100_clean,0.8194,0.8139,0.1,0.965,0.965,0.965
1540,,,,,,,100_clean,0.8139,0.8222,0.1,1.03,1.03,1.03
1541,,,,,,,100_clean,0.8222,0.7944,0.1,1.15,1.15,1.15
1542,,,,,,,100_clean,0.7944,0.7833,0.1,1.11,1.11,1.11
1543,,,,,,,100_clean,0.7833,0.8056,0.1,0.84,0.84,0.84
1544,,,,,,,100_clean,0.8056,0.8611,0.1,1.085,1.085,1.085
1545,,,,,,,100_clean,0.8611,0.8667,0.1,1.1,1.1,1.1
1546,,,,,,,100_clean,0.8667,0.8222,0.1,1.08,1.08,1.08
1547,,,,,,,100_clean,0.8222,0.8,0.1,0.845,0.845,0.845
1548,,,,,,,100_clean,0.8,0.8222,0.1,0.92,0.92,0.92
1549,,,,,,,100_clean,0.8222,0.8194,0.1,1.115,1.115,1.115
1550,,,,,,,100_clean,0.8194,0.825,0.1,1.05,1.05,1.05
1551,,,,,,,100_clean,0.825,0.6028,0.1,0.92,0.92,0.92
1552,,,,,,,100_clean,0.6028,1.025,0.1,0.91,0.91,0.91
1553,,,,,,,100_clean,1.025,0.8667,0.1,1.065,1.065,1.065
1554,,,,,,,100_clean,0.8667,0.8389,0.1,0.99,0.99,0.99
1555,,,,,,,100_clean,0.8389,0.7833,0.1,0.895,0.895,0.895
1556,,,,,,,100_clean,0.7833,0.7972,0.1,0.935,0.935,0.935
1557,,,,,,,100_clean,0.7972,0.8278,0.1,1.035,1.035,1.035
1558,,,,,,,100_clean,0.8278,0.6444,0.1,0.98,0.98,0.98
1559,,,,,,,100_clean,0.6444,0.9861,0.1,1.03,1.03,1.03
1560,,,,,,,100_clean,0.9861,0.8389,0.1,0.93,0.93,0.93
1561,,,,,,,100_clean,0.8389,0.8222,0.1,1.015,1.015,1.015
1562,,,,,,,100_clean,0.8222,0.8056,0.1,1.11,1.11,1.11
1563,,,,,,,100_clean,0.8056,0.7722,0.1,1.03,1.03,1.03
1564,,,,,,,100_clean,0.7722,0.7806,0.1,0.91,0.91,0.91
1565,,,,,,,100_clean,0.7806,0.8139,0.1,1.195,1.195,1.195
1566,,,,,,,100_clean,0.8139,0.8444,0.1,1.14,1.14,1.14
1567,,,,,,,100_clean,0.8444,0.8278,0.1,1.145,1.145,1.145
1568,,,,,,,100_clean,0.8278,0.8139,0.1,1.035,1.035,1.035
1569,,,,,,,100_clean,0.8139,0.7917,0.1,0.95,0.95,0.95
1570,,,,,,,100_clean,0.7917,0.7889,0.1,1.15,1.15,1.15
1571,,,,,,,100_clean,0.7889,0.7889,0.1,1.09,1.09,1.09
1572,,,,,,,100_clean,0.7889,0.7944,0.1,0.945,0.945,0.945
1573,,,,,,,100_clean,0.7944,0.8417,0.1,1.1,1.1,1.1
1574,,,,,,,100_clean,0.8417,0.8444,0.1,1.385,1.385,1.385
1575,,,,,,,100_clean,0.8444,0.8528,0.1,1.095,1.095,1.095
1576,,,,,,,100_clean,0.8528,0.8056,0.1,1.03,1.03,1.03
1577,,,,,,,100_clean,0.8056,0.7972,0.1,1.085,1.085,1.085
1578,,,,,,,100_clean,0.7972,0.7833,0.1,1.17,1.17,1.17
1579,,,,,,,100_clean,0.7833,0.8,0.1,1.11,1.11,1.11
1580,,,,,,,100_clean,0.8,0.8278,0.1,1.09,1.09,1.09
1581,,,,,,,100_clean,0.8278,0.8556,0.1,1.06,1.06,1.06
1582,,,,,,,100_clean,0.8556,0.8444,0.1,1.225,1.225,1.225
1583,,,,,,,100_clean,0.8444,0.8222,0.1,1.16,1.16,1.16
1584,,,,,,,100_clean,0.8222,0.8028,0.1,1.125,1.125,1.125
1585,,,,,,,100_clean,0.8028,0.8,0.1,1.075,1.075,1.075
1586,,,,,,,100_clean,0.8,0.7806,0.1,1.265,1.265,1.265
1587,,,,,,,100_clean,0.7806,0.8083,0.1,1.275,1.275,1.275
1588,,,,,,,100_clean,0.8083,0.8194,0.1,1.29,1.29,1.29
1589,,,,,,,100_clean,0.8194,0.8528,0.1,1.035,1.035,1.035
1590,,,,,,,100_clean,0.8528,0.8389,0.1,1.13,1.13,1.13
1591,,,,,,,100_clean,0.8389,0.8056,0.1,1.23,1.23,1.23
1592,,,,,,,100_clean,0.8056,0.575,0.1,1.205,1.205,1.205
1593,,,,,,,100_clean,0.575,0.9611,0.1,1.045,1.045,1.045
1594,,,,,,,100_clean,0.9611,0.8222,0.1,1.155,1.155,1.155
1595,,,,,,,100_clean,0.8222,0.8194,0.1,1.14,1.14,1.14
1596,,,,,,,100_clean,0.8194,0.8333,0.1,1.1,1.1,1.1
1597,,,,,,,100_clean,0.8333,0.8361,0.1,1.03,1.03,1.03
1598,,,,,,,100_clean,0.8361,0.8278,0.1,1.295,1.295,1.295
1599,,,,,,,100_clean,0.8278,0.7889,0.1,1.235,1.235,1.235
1600,,,,,,,100_clean,0.7889,0.7611,0.1,1.135,1.135,1.135
1601,,,,,,,100_clean,0.7611,0.8,0.1,1.025,1.025,1.025
1602,,,,,,,100_clean,0.8,0.8361,0.1,1.15,1.15,1.15
1603,,,,,,,100_clean,0.8361,0.8417,0.1,1.05,1.05,1.05
1604,,,,,,,100_clean,0.8417,0.6417,0.1,1.08,1.08,1.08
1605,,,,,,,100_clean,0.6417,0.9889,0.1,1.0,1.0,1.0
1606,,,,,,,100_clean,0.9889,0.8111,0.1,1.26,1.26,1.26
1607,,,,,,,100_clean,0.8111,0.7972,0.1,1.2,1.2,1.2
1608,,,,,,,100_clean,0.7972,0.7694,0.1,1.13,1.13,1.13
1609,,,,,,,100_clean,0.7694,0.7889,0.1,1.0,1.0,1.0
1610,,,,,,,100_clean,0.7889,0.8389,0.1,1.18,1.18,1.18
1611,,,,,,,100_clean,0.8389,0.8583,0.1,1.215,1.215,1.215
1612,,,,,,,100_clean,0.8583,0.8222,0.1,1.125,1.125,1.125
1613,,,,,,,100_clean,0.8222,0.7972,0.1,1.125,1.125,1.125
1614,,,,,,,100_clean,0.7972,0.8056,0.1,1.04,1.04,1.04
1615,,,,,,,100_clean,0.8056,0.7917,0.1,1.135,1.135,1.135
1616,,,,,,,100_clean,0.7917,0.8,0.1,1.04,1.04,1.04
1617,,,,,,,100_clean,0.8,0.8139,0.1,0.975,0.975,0.975
1618,,,,,,,100_clean,0.8139,0.8333,0.1,0.97,0.97,0.97
1619,,,,,,,100_clean,0.8333,0.8528,0.1,1.16,1.16,1.16
1620,,,,,,,100_clean,0.8528,0.8278,0.1,1.065,1.065,1.065
1621,,,,,,,100_clean,0.8278,0.7722,0.1,0.97,0.97,0.97
1622,,,,,,,100_clean,0.7722,0.7889,0.1,1.08,1.08,1.08
1623,,,,,,,100_clean,0.7889,0.7889,0.1,1.155,1.155,1.155
1624,,,,,,,100_clean,0.7889,0.7889,0.1,1.13,1.13,1.13
1625,,,,,,,100_clean,0.7889,0.8667,0.1,0.91,0.91,0.91
1626,,,,,,,100_clean,0.8667,0.8417,0.1,1.005,1.005,1.005
1627,,,,,,,100_clean,0.8417,0.8222,0.1,1.325,1.325,1.325
1628,,,,,,,100_clean,0.8222,0.825,0.1,1.175,1.175,1.175
1629,,,,,,,100_clean,0.825,0.7806,0.1,1.085,1.085,1.085
1630,,,,,,,100_clean,0.7806,0.7833,0.1,0.875,0.875,0.875
1631,,,,,,,100_clean,0.7833,0.7889,0.1,1.11,1.11,1.11
1632,,,,,,,100_clean,0.7889,0.8333,0.1,1.16,1.16,1.16
1633,,,,,,,100_clean,0.8333,0.8417,0.1,1.055,1.055,1.055
1634,,,,,,,100_clean,0.8417,0.8417,0.1,0.92,0.92,0.92
1635,,,,,,,100_clean,0.8417,0.8278,0.1,0.93,0.93,0.93
1636,,,,,,,100_clean,0.8278,0.7806,0.1,1.12,1.12,1.12
1637,,,,,,,100_clean,0.7806,0.8028,0.1,1.025,1.025,1.025
1638,,,,,,,100_clean,0.8028,0.7944,0.1,0.905,0.905,0.905
1639,,,,,,,100_clean,0.7944,0.8194,0.1,0.88,0.88,0.88
1640,,,,,,,100_clean,0.8194,0.8417,0.1,1.1,1.1,1.1
1641,,,,,,,100_clean,0.8417,0.8417,0.1,1.1,1.1,1.1
1642,,,,,,,100_clean,0.8417,0.8278,0.1,0.905,0.905,0.905
1643,,,,,,,100_clean,0.8278,0.825,0.1,0.97,0.97,0.97
1644,,,,,,,100_clean,0.825,0.7833,0.1,1.115,1.115,1.115
1645,,,,,,,100_clean,0.7833,0.8,0.1,1.08,1.08,1.08
1646,,,,,,,100_clean,0.8,0.8333,0.1,0.865,0.865,0.865
1647,,,,,,,100_clean,0.8333,0.8528,0.1,1.04,1.04,1.04
1648,,,,,,,100_clean,0.8528,0.8389,0.1,1.12,1.12,1.12
1649,,,,,,,100_clean,0.8389,0.8472,0.1,1.125,1.125,1.125
1650,,,,,,,100_clean,0.8472,0.7861,0.1,1.04,1.04,1.04
1651,,,,,,,100_clean,0.7861,0.8111,0.1,0.98,0.98,0.98
1652,,,,,,,100_clean,0.8111,0.7917,0.1,1.14,1.14,1.14
1653,,,,,,,100_clean,0.7917,0.7917,0.1,1.13,1.13,1.13
1654,,,,,,,100_clean,0.7917,0.8278,0.1,1.02,1.02,1.02
1655,,,,,,,100_clean,0.8278,0.8722,0.1,1.045,1.045,1.045
1656,,,,,,,100_clean,0.8722,0.825,0.1,1.18,1.18,1.18
1657,,,,,,,100_clean,0.825,0.8167,0.1,1.17,1.17,1.17
1658,,,,,,,100_clean,0.8167,0.7833,0.1,0.995,0.995,0.995
1659,,,,,,,100_clean,0.7833,0.8,0.1,0.96,0.96,0.96
1660,,,,,,,100_clean,0.8,0.8056,0.1,1.06,1.06,1.06
1661,,,,,,,100_clean,0.8056,0.8056,0.1,0.96,0.96,0.96
1662,,,,,,,100_clean,0.8056,0.8194,0.1,0.95,0.95,0.95
1663,,,,,,,100_clean,0.8194,0.8611,0.1,0.915,0.915,0.915
1664,,,,,,,100_clean,0.8611,0.8444,0.1,1.075,1.075,1.075
1665,,,,,,,100_clean,0.8444,0.7917,0.1,1.04,1.04,1.04
1666,,,,,,,100_clean,0.7917,0.7806,0.1,0.865,0.865,0.865
1667,,,,,,,100_clean,0.7806,0.8,0.1,0.94,0.94,0.94
1668,,,,,,,100_clean,0.8,0.8194,0.1,1.13,1.13,1.13
1669,,,,,,,100_clean,0.8194,0.8528,0.1,1.015,1.015,1.015
1670,,,,,,,100_clean,0.8528,0.825,0.1,0.885,0.885,0.885
1671,,,,,,,100_clean,0.825,0.8167,0.1,0.89,0.89,0.89
1672,,,,,,,100_clean,0.8167,0.825,0.1,1.115,1.115,1.115
1673,,,,,,,100_clean,0.825,0.7917,0.1,1.045,1.045,1.045
1674,,,,,,,100_clean,0.7917,0.7694,0.1,0.925,0.925,0.925
1675,,,,,,,100_clean,0.7694,0.7861,0.1,0.95,0.95,0.95
1676,,,,,,,100_clean,0.7861,0.8111,0.1,1.135,1.135,1.135
1677,,,,,,,100_clean,0.8111,0.8361,0.1,1.13,1.13,1.13
1678,,,,,,,100_clean,0.8361,0.8278,0.1,1.04,1.04,1.04
1679,,,,,,,100_clean,0.8278,0.7972,0.1,0.97,0.97,0.97
1680,,,,,,,100_clean,0.7972,0.7667,0.1,1.055,1.055,1.055
1681,,,,,,,100_clean,0.7667,0.7917,0.1,1.17,1.17,1.17
1682,,,,,,,100_clean,0.7917,0.7722,0.1,1.07,1.07,1.07
1683,,,,,,,100_clean,0.7722,0.7861,0.1,0.98,0.98,0.98
1684,,,,,,,100_clean,0.7861,0.8361,0.1,1.02,1.02,1.02
1685,,,,,,,100_clean,0.8361,0.8333,0.1,1.335,1.335,1.335
1686,,,,,,,100_clean,0.8333,0.8278,0.1,1.19,1.19,1.19
1687,,,,,,,100_clean,0.8278,0.7944,0.1,0.955,0.955,0.955
1688,,,,,,,100_clean,0.7944,0.7667,0.1,0.995,0.995,0.995
1689,,,,,,,100_clean,0.7667,0.75,0.1,1.09,1.09,1.09
1690,,,,,,,100_clean,0.75,0.775,0.1,0.98,0.98,0.98
1691,,,,,,,100_clean,0.775,0.7889,0.1,0.905,0.905,0.905
1692,,,,,,,100_clean,0.7889,0.8222,0.1,1.095,1.095,1.095
1693,,,,,,,100_clean,0.8222,0.8056,0.1,1.11,1.11,1.11
1694,,,,,,,100_clean,0.8056,0.7972,0.1,1.03,1.03,1.03
1695,,,,,,,100_clean,0.7972,0.775,0.1,0.975,0.975,0.975
1696,,,,,,,100_clean,0.775,0.7972,0.1,1.085,1.085,1.085
1697,,,,,,,100_clean,0.7972,0.775,0.1,1.24,1.24,1.24
1698,,,,,,,100_clean,0.775,0.8028,0.1,1.33,1.33,1.33
1699,,,,,,,100_clean,0.8028,0.8278,0.1,1.0,1.0,1.0
1700,,,,,,,100_clean,0.8278,0.8722,0.1,1.06,1.06,1.06
1701,,,,,,,100_clean,0.8722,0.8417,0.1,1.195,1.195,1.195
1702,,,,,,,100_clean,0.8417,0.8,0.1,1.075,1.075,1.075
