beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),QRS_duration(s),R_amp,QRS_max,QRS_min
1233,0.7833,0.8,76.5957,0.1,0.88,0.93,-0.535
1234,0.8,0.7917,75.0,0.1,0.975,0.975,-0.57
1235,0.7917,0.6,75.7895,0.1,1.175,1.175,-0.485
1236,0.6,0.9444,100.0,0.1,1.135,1.135,-0.53
1237,0.9444,0.8167,63.5294,0.1,0.975,0.975,-0.525
1238,0.8167,0.8361,73.4694,0.1,0.835,0.835,-0.66
1239,0.8361,0.8194,71.7608,0.1,1.035,1.035,-0.62
1240,0.8194,0.7639,73.2203,0.1,1.015,1.015,-0.59
1241,0.7639,0.7528,78.5455,0.1,0.815,0.87,-0.63
1242,0.7528,0.8056,79.7048,0.1,0.805,0.805,-0.675
1243,0.8056,0.7917,74.4828,0.1,0.84,0.955,-0.665
1244,0.7917,0.8222,75.7895,0.1,0.97,0.995,-0.61
1245,0.8222,0.8278,72.973,0.1,0.93,0.995,-0.62
1246,0.8278,0.8083,72.4832,0.1,0.885,0.885,-0.58
1247,0.8083,0.8278,74.2268,0.1,0.95,0.98,-0.57
1248,0.8278,0.7972,72.4832,0.1,1.07,1.11,-0.575
1249,0.7972,0.7694,75.2613,0.1,0.985,1.015,-0.58
1250,0.7694,0.775,77.9783,0.1,0.87,0.9,-0.62
1251,0.775,0.8528,77.4194,0.1,0.925,0.925,-0.635
1252,0.8528,0.8278,70.3583,0.1,1.105,1.105,-0.56
1253,0.8278,0.8194,72.4832,0.1,1.035,1.08,-0.555
1254,0.8194,0.7972,73.2203,0.1,0.945,0.945,-0.55
1255,0.7972,0.7833,75.2613,0.1,0.92,1.0,-0.57
1256,0.7833,0.7861,76.5957,0.1,1.045,1.155,-0.55
1257,0.7861,0.8056,76.3251,0.1,1.17,1.205,-0.545
1258,0.8056,0.7944,74.4828,0.1,1.015,1.08,-0.545
1259,0.7944,0.8222,75.5245,0.1,0.99,0.99,-0.59
1260,0.8222,0.85,72.973,0.1,0.925,1.04,-0.635
1261,0.85,0.8278,70.5882,0.1,1.01,1.12,-0.535
1262,0.8278,0.775,72.4832,0.1,1.27,1.285,-0.48
1263,0.775,0.7472,77.4194,0.1,1.01,1.01,-0.58
1264,0.7472,0.7472,80.2974,0.1,0.895,0.895,-0.58
1265,0.7472,0.775,80.2974,0.1,0.895,0.895,-0.575
1266,0.775,0.8028,77.4194,0.1,0.975,0.975,-0.56
1267,0.8028,0.8111,74.7405,0.1,1.095,1.095,-0.52
1268,0.8111,0.8,73.9726,0.1,1.155,1.22,-0.425
1269,0.8,0.8111,75.0,0.1,1.115,1.17,-0.425
1270,0.8111,0.7833,73.9726,0.1,0.99,1.095,-0.54
1271,0.7833,0.7472,76.5957,0.1,1.25,1.305,-0.525
1272,0.7472,0.7444,80.2974,0.1,1.105,1.12,-0.575
1273,0.7444,0.8028,80.597,0.1,0.98,1.035,-0.535
1274,0.8028,0.7806,74.7405,0.1,1.13,1.13,-0.51
1275,0.7806,0.8167,76.8683,0.1,1.27,1.285,-0.43
1276,0.8167,0.8111,73.4694,0.1,1.185,1.24,-0.455
1277,0.8111,0.8,73.9726,0.1,0.99,1.035,-0.51
1278,0.8,0.7556,75.0,0.1,1.085,1.085,-0.545
1279,0.7556,0.7778,79.4118,0.1,1.1,1.1,-0.53
1280,0.7778,0.8,77.1429,0.1,1.025,1.025,-0.53
1281,0.8,0.7889,75.0,0.1,0.94,0.97,-0.55
1282,0.7889,0.8111,76.0563,0.1,1.03,1.135,-0.55
1283,0.8111,0.8556,73.9726,0.1,1.07,1.07,-0.515
1284,0.8556,0.8611,70.1299,0.1,1.03,1.03,-0.485
1285,0.8611,0.7611,69.6774,0.1,1.02,1.02,-0.55
1286,0.7611,0.7694,78.8321,0.1,1.115,1.155,-0.535
1287,0.7694,0.8083,77.9783,0.1,1.015,1.06,-0.575
1288,0.8083,0.8222,74.2268,0.1,0.905,1.01,-0.59
1289,0.8222,0.7917,72.973,0.1,1.055,1.055,-0.56
1290,0.7917,0.8333,75.7895,0.1,1.025,1.075,-0.545
1291,0.8333,0.8639,72.0,0.1,0.935,0.935,-0.545
1292,0.8639,0.7944,69.4534,0.1,0.98,0.99,-0.585
1293,0.7944,0.7972,75.5245,0.1,1.13,1.13,-0.555
1294,0.7972,0.7889,75.2613,0.1,1.035,1.05,-0.55
1295,0.7889,0.8139,76.0563,0.1,0.965,0.965,-0.555
1296,0.8139,0.7917,73.7201,0.1,1.07,1.07,-0.5
1297,0.7917,0.8361,75.7895,0.1,1.09,1.16,-0.545
1298,0.8361,0.8444,71.7608,0.1,1.03,1.03,-0.545
1299,0.8444,0.8222,71.0526,0.1,0.895,0.93,-0.58
1300,0.8222,0.7472,72.973,0.1,1.17,1.19,-0.57
1301,0.7472,0.7722,80.2974,0.1,1.085,1.085,-0.565
1302,0.7722,0.7917,77.6978,0.1,1.045,1.045,-0.53
1303,0.7917,0.8028,75.7895,0.1,0.99,0.99,-0.535
1304,0.8028,0.7639,74.7405,0.1,1.1,1.115,-0.495
1305,0.7639,0.825,78.5455,0.1,1.18,1.19,-0.54
1306,0.825,0.8444,72.7273,0.1,0.98,1.02,-0.565
1307,0.8444,0.8111,71.0526,0.1,0.935,0.935,-0.585
1308,0.8111,0.7167,73.9726,0.1,1.105,1.17,-0.505
1309,0.7167,0.7694,83.7209,0.1,1.18,1.24,-0.465
1310,0.7694,0.8028,77.9783,0.1,1.31,1.315,-0.45
1311,0.8028,0.8472,74.7405,0.1,0.97,1.035,-0.51
1312,0.8472,0.7889,70.8197,0.1,1.125,1.125,-0.51
1313,0.7889,0.8,76.0563,0.1,1.17,1.195,-0.59
1314,0.8,0.8417,75.0,0.1,1.085,1.085,-0.535
1315,0.8417,0.8111,71.2871,0.1,0.965,1.04,-0.585
1316,0.8111,0.7222,73.9726,0.1,1.185,1.185,-0.495
1317,0.7222,0.7472,83.0769,0.1,1.255,1.255,-0.495
1318,0.7472,0.8,80.2974,0.1,1.085,1.14,-0.475
1319,0.8,0.8417,75.0,0.1,0.99,0.99,-0.545
1320,0.8417,0.7861,71.2871,0.1,1.135,1.16,-0.5
1321,0.7861,0.8028,76.3251,0.1,1.16,1.17,-0.535
1322,0.8028,0.8028,74.7405,0.1,1.07,1.09,-0.51
1323,0.8028,0.7917,74.7405,0.1,1.005,1.005,-0.515
1324,0.7917,0.6111,75.7895,0.1,1.145,1.145,-0.49
1325,0.6111,0.8972,98.1818,0.1,1.27,1.28,-0.565
1326,0.8972,0.8222,66.8731,0.1,1.09,1.15,-0.475
1327,0.8222,0.8472,72.973,0.1,1.015,1.015,-0.545
1328,0.8472,0.8417,70.8197,0.1,1.17,1.18,-0.475
1329,0.8417,0.8333,71.2871,0.1,1.195,1.255,-0.455
1330,0.8333,0.7722,72.0,0.1,1.175,1.175,-0.475
1331,0.7722,0.7583,77.6978,0.1,1.19,1.19,-0.55
1332,0.7583,0.7778,79.1209,0.1,1.25,1.25,-0.485
1333,0.7778,0.8111,77.1429,0.1,1.155,1.24,-0.49
1334,0.8111,0.8111,73.9726,0.1,1.31,1.31,-0.52
1335,0.8111,0.8028,73.9726,0.1,0.925,0.965,-0.605
1336,0.8028,0.8278,74.7405,0.1,1.075,1.075,-0.545
1337,0.8278,0.8,72.4832,0.1,1.165,1.215,-0.52
1338,0.8,0.7639,75.0,0.1,1.08,1.16,-0.535
1339,0.7639,0.775,78.5455,0.1,1.03,1.03,-0.525
1340,0.775,0.7556,77.4194,0.1,1.16,1.22,-0.47
1341,0.7556,0.8056,79.4118,0.1,1.185,1.27,-0.47
1342,0.8056,0.8167,74.4828,0.1,1.07,1.18,-0.52
1343,0.8167,0.8306,73.4694,0.1,0.89,0.93,-0.585
1344,0.8306,0.8,72.2408,0.1,1.185,1.29,-0.5
1345,0.8,0.8,75.0,0.1,1.12,1.12,-0.5
1346,0.8,0.7611,75.0,0.1,0.97,0.97,-0.52
1347,0.7611,0.7944,78.8321,0.1,0.87,0.92,-0.62
1348,0.7944,0.7889,75.5245,0.1,1.07,1.11,-0.555
1349,0.7889,0.8056,76.0563,0.1,1.045,1.05,-0.515
1350,0.8056,0.825,74.4828,0.1,1.02,1.02,-0.555
1351,0.825,0.8361,72.7273,0.1,0.84,0.92,-0.555
1352,0.8361,0.8056,71.7608,0.1,1.06,1.09,-0.53
1353,0.8056,0.7833,74.4828,0.1,1.095,1.125,-0.495
1354,0.7833,0.7806,76.5957,0.1,1.065,1.09,-0.53
1355,0.7806,0.7833,76.8683,0.1,0.775,0.835,-0.605
1356,0.7833,0.8306,76.5957,0.1,0.9,0.91,-0.59
1357,0.8306,0.8333,72.2408,0.1,1.05,1.05,-0.595
1358,0.8333,0.8111,72.0,0.1,0.94,0.975,-0.615
1359,0.8111,0.8333,73.9726,0.1,0.845,0.845,-0.62
1360,0.8333,0.8111,72.0,0.1,0.9,0.99,-0.66
1361,0.8111,0.7722,73.9726,0.1,1.06,1.06,-0.58
1362,0.7722,0.7583,77.6978,0.1,0.925,0.975,-0.585
1363,0.7583,0.8028,79.1209,0.1,0.795,0.85,-0.65
1364,0.8028,0.8278,74.7405,0.1,1.11,1.11,-0.58
1365,0.8278,0.8556,72.4832,0.1,1.01,1.105,-0.585
1366,0.8556,0.8278,70.1299,0.1,0.99,1.05,-0.575
1367,0.8278,0.7944,72.4832,0.1,0.84,0.845,-0.655
1368,0.7944,0.825,75.5245,0.1,0.99,1.01,-0.51
1369,0.825,0.8028,72.7273,0.1,1.125,1.125,-0.52
1370,0.8028,0.7917,74.7405,0.1,0.95,0.975,-0.54
1371,0.7917,0.8222,75.7895,0.1,0.835,0.835,-0.635
1372,0.8222,0.8583,72.973,0.1,0.935,0.995,-0.565
1373,0.8583,0.8472,69.9029,0.1,1.035,1.08,-0.495
1374,0.8472,0.825,70.8197,0.1,1.07,1.125,-0.49
1375,0.825,0.7861,72.7273,0.1,0.915,0.915,-0.56
1376,0.7861,0.7778,76.3251,0.1,1.07,1.07,-0.51
1377,0.7778,0.8028,77.1429,0.1,1.095,1.095,-0.505
1378,0.8028,0.7972,74.7405,0.1,0.945,0.955,-0.56
1379,0.7972,0.825,75.2613,0.1,0.785,0.81,-0.625
1380,0.825,0.8333,72.7273,0.1,1.06,1.06,-0.56
1381,0.8333,0.825,72.0,0.1,1.095,1.135,-0.485
1382,0.825,0.7861,72.7273,0.1,1.06,1.06,-0.485
1383,0.7861,0.7944,76.3251,0.1,0.885,0.885,-0.56
1384,0.7944,0.7667,75.5245,0.1,1.075,1.115,-0.49
1385,0.7667,0.7833,78.2609,0.1,0.99,1.015,-0.545
1386,0.7833,0.8194,76.5957,0.1,0.935,0.935,-0.57
1387,0.8194,0.8472,73.2203,0.1,0.86,0.86,-0.61
1388,0.8472,0.8222,70.8197,0.1,1.075,1.1,-0.555
1389,0.8222,0.8111,72.973,0.1,1.065,1.065,-0.505
1390,0.8111,0.775,73.9726,0.1,1.0,1.0,-0.565
1391,0.775,0.7917,77.4194,0.1,0.875,0.875,-0.62
1392,0.7917,0.8111,75.7895,0.1,1.105,1.105,-0.535
1393,0.8111,0.8,73.9726,0.1,1.065,1.105,-0.505
1394,0.8,0.5611,75.0,0.1,0.97,1.015,-0.54
1395,0.5611,1.025,106.9307,0.1,0.78,0.93,-0.51
1396,1.025,0.8417,58.5366,0.1,1.075,1.12,-0.505
1397,0.8417,0.7972,71.2871,0.1,1.06,1.075,-0.495
1398,0.7972,0.7639,75.2613,0.1,0.99,0.99,-0.515
1399,0.7639,0.7889,78.5455,0.1,0.95,0.95,-0.605
1400,0.7889,0.7944,76.0563,0.1,1.065,1.165,-0.555
1401,0.7944,0.825,75.5245,0.1,1.06,1.06,-0.525
1402,0.825,0.8167,72.7273,0.1,1.005,1.005,-0.62
1403,0.8167,0.8139,73.4694,0.1,0.93,0.96,-0.605
1404,0.8139,0.8278,73.7201,0.1,1.02,1.05,-0.58
1405,0.8278,0.7722,72.4832,0.1,0.915,1.02,-0.605
1406,0.7722,0.7722,77.6978,0.1,0.8,0.8,-0.67
1407,0.7722,0.7944,77.6978,0.1,0.915,0.935,-0.62
1408,0.7944,0.8056,75.5245,0.1,1.05,1.105,-0.52
1409,0.8056,0.8444,74.4828,0.1,1.15,1.15,-0.5
1410,0.8444,0.8444,71.0526,0.1,0.83,0.95,-0.605
1411,0.8444,0.8333,71.0526,0.1,0.97,0.97,-0.595
1412,0.8333,0.7917,72.0,0.1,1.165,1.165,-0.525
1413,0.7917,0.7972,75.7895,0.1,1.1,1.1,-0.52
1414,0.7972,0.7833,75.2613,0.1,0.88,0.88,-0.62
1415,0.7833,0.8167,76.5957,0.1,0.92,0.955,-0.59
1416,0.8167,0.8194,73.4694,0.1,1.145,1.145,-0.475
1417,0.8194,0.8222,73.2203,0.1,1.03,1.115,-0.46
1418,0.8222,0.8417,72.973,0.1,0.95,0.955,-0.525
1419,0.8417,0.8167,71.2871,0.1,0.955,0.98,-0.535
1420,0.8167,0.7861,73.4694,0.1,1.15,1.15,-0.495
1421,0.7861,0.7639,76.3251,0.1,1.035,1.035,-0.485
1422,0.7639,0.8,78.5455,0.1,0.925,0.925,-0.595
1423,0.8,0.8139,75.0,0.1,1.105,1.15,-0.48
1424,0.8139,0.8194,73.7201,0.1,1.12,1.12,-0.455
1425,0.8194,0.8167,73.2203,0.1,0.995,0.995,-0.53
1426,0.8167,0.8056,73.4694,0.1,0.805,0.805,-0.665
1427,0.8056,0.8056,74.4828,0.1,1.035,1.04,-0.565
1428,0.8056,0.7861,74.4828,0.1,1.1,1.11,-0.53
1429,0.7861,0.7528,76.3251,0.1,0.895,0.95,-0.555
1430,0.7528,0.8056,79.7048,0.1,0.82,0.865,-0.605
1431,0.8056,0.8389,74.4828,0.1,1.14,1.14,-0.52
1432,0.8389,0.8361,71.5232,0.1,1.08,1.08,-0.52
1433,0.8361,0.8167,71.7608,0.1,0.895,0.895,-0.585
1434,0.8167,0.7889,73.4694,0.1,0.965,0.965,-0.56
1435,0.7889,0.7889,76.0563,0.1,1.2,1.2,-0.46
1436,0.7889,0.7861,76.0563,0.1,1.145,1.145,-0.44
1437,0.7861,0.7889,76.3251,0.1,0.965,0.965,-0.515
1438,0.7889,0.8222,76.0563,0.1,1.055,1.055,-0.485
1439,0.8222,0.8333,72.973,0.1,1.205,1.205,-0.435
1440,0.8333,0.8444,72.0,0.1,1.095,1.095,-0.48
1441,0.8444,0.8056,71.0526,0.1,0.89,0.9,-0.575
1442,0.8056,0.7806,74.4828,0.1,0.91,0.945,-0.565
1443,0.7806,0.7778,76.8683,0.1,1.3,1.305,-0.455
1444,0.7778,0.7861,77.1429,0.1,1.215,1.215,-0.445
1445,0.7861,0.8083,76.3251,0.1,1.0,1.03,-0.52
1446,0.8083,0.85,74.2268,0.1,0.925,0.925,-0.565
1447,0.85,0.8444,70.5882,0.1,1.285,1.305,-0.495
1448,0.8444,0.8139,71.0526,0.1,1.08,1.145,-0.575
1449,0.8139,0.8139,73.7201,0.1,1.02,1.02,-0.57
1450,0.8139,0.8056,73.7201,0.1,0.925,0.925,-0.625
1451,0.8056,0.7694,74.4828,0.1,1.125,1.125,-0.5
1452,0.7694,0.7778,77.9783,0.1,1.085,1.085,-0.575
1453,0.7778,0.8111,77.1429,0.1,0.94,0.94,-0.535
1454,0.8111,0.85,73.9726,0.1,0.94,0.955,-0.64
1455,0.85,0.8222,70.5882,0.1,1.09,1.16,-0.525
1456,0.8222,0.7972,72.973,0.1,1.065,1.075,-0.55
1457,0.7972,0.7583,75.2613,0.1,1.005,1.055,-0.57
1458,0.7583,0.8083,79.1209,0.1,0.945,0.945,-0.565
1459,0.8083,0.7806,74.2268,0.1,1.145,1.155,-0.53
1460,0.7806,0.7778,76.8683,0.1,1.24,1.255,-0.555
1461,0.7778,0.8167,77.1429,0.1,0.83,0.84,-0.655
1462,0.8167,0.8417,73.4694,0.1,0.865,0.92,-0.66
1463,0.8417,0.8139,71.2871,0.1,1.12,1.165,-0.605
1464,0.8139,0.7861,73.7201,0.1,1.11,1.11,-0.515
1465,0.7861,0.7722,76.3251,0.1,0.92,0.99,-0.55
1466,0.7722,0.7694,77.6978,0.1,1.04,1.11,-0.59
1467,0.7694,0.8167,77.9783,0.1,1.13,1.225,-0.53
1468,0.8167,0.8028,73.4694,0.1,1.205,1.205,-0.52
1469,0.8028,0.8028,74.7405,0.1,1.005,1.005,-0.57
1470,0.8028,0.8278,74.7405,0.1,1.065,1.145,-0.545
1471,0.8278,0.8111,72.4832,0.1,1.105,1.165,-0.535
1472,0.8111,0.7694,73.9726,0.1,1.08,1.08,-0.56
1473,0.7694,0.7778,77.9783,0.1,0.915,0.915,-0.6
1474,0.7778,0.7806,77.1429,0.1,1.08,1.08,-0.565
1475,0.7806,0.8056,76.8683,0.1,1.09,1.135,-0.52
1476,0.8056,0.8333,74.4828,0.1,1.02,1.045,-0.575
1477,0.8333,0.8361,72.0,0.1,0.945,0.945,-0.555
1478,0.8361,0.8111,71.7608,0.1,1.115,1.115,-0.465
1479,0.8111,0.6333,73.9726,0.1,1.155,1.235,-0.47
1480,0.6333,0.9056,94.7368,0.1,1.11,1.14,-0.485
1481,0.9056,0.7861,66.2577,0.1,0.93,0.96,-0.53
1482,0.7861,0.5972,76.3251,0.1,1.01,1.03,-0.55
1483,0.5972,0.9611,100.4651,0.1,1.11,1.135,-0.575
1484,0.9611,0.8278,62.4277,0.1,1.0,1.0,-0.525
1485,0.8278,0.8472,72.4832,0.1,0.885,0.885,-0.585
1486,0.8472,0.825,70.8197,0.1,0.885,0.945,-0.63
1487,0.825,0.7639,72.7273,0.1,1.105,1.105,-0.53
1488,0.7639,0.7694,78.5455,0.1,0.93,0.99,-0.53
1489,0.7694,0.7694,77.9783,0.1,0.905,0.905,-0.55
1490,0.7694,0.8194,77.9783,0.1,0.895,0.955,-0.59
1491,0.8194,0.8417,73.2203,0.1,1.24,1.24,-0.495
1492,0.8417,0.825,71.2871,0.1,1.055,1.155,-0.505
1493,0.825,0.8056,72.7273,0.1,0.865,0.92,-0.565
1494,0.8056,0.8389,74.4828,0.1,0.91,0.91,-0.605
1495,0.8389,0.7806,71.5232,0.1,1.065,1.11,-0.545
1496,0.7806,0.7694,76.8683,0.1,0.945,0.96,-0.575
1497,0.7694,0.7972,77.9783,0.1,0.82,0.82,-0.625
1498,0.7972,0.8278,75.2613,0.1,0.86,0.86,-0.615
1499,0.8278,0.8444,72.4832,0.1,1.085,1.09,-0.54
1500,0.8444,0.8389,71.0526,0.1,1.005,1.075,-0.53
1501,0.8389,0.7889,71.5232,0.1,0.95,0.95,-0.53
1502,0.7889,0.7917,76.0563,0.1,0.935,0.935,-0.525
1503,0.7917,0.8167,75.7895,0.1,1.125,1.145,-0.495
1504,0.8167,0.7889,73.4694,0.1,1.1,1.1,-0.465
1505,0.7889,0.7833,76.0563,0.1,1.08,1.11,-0.47
1506,0.7833,0.8583,76.5957,0.1,0.915,0.955,-0.515
1507,0.8583,0.8278,69.9029,0.1,1.055,1.055,-0.5
1508,0.8278,0.8472,72.4832,0.1,1.0,1.035,-0.515
1509,0.8472,0.7889,70.8197,0.1,0.995,0.995,-0.52
1510,0.7889,0.7778,76.0563,0.1,0.9,0.905,-0.515
1511,0.7778,0.7806,77.1429,0.1,1.1,1.17,-0.52
1512,0.7806,0.8333,76.8683,0.1,1.045,1.105,-0.525
1513,0.8333,0.8194,72.0,0.1,0.99,0.99,-0.52
1514,0.8194,0.8306,73.2203,0.1,0.965,1.0,-0.495
1515,0.8306,0.8333,72.2408,0.1,1.3,1.3,-0.45
1516,0.8333,0.8056,72.0,0.1,1.155,1.155,-0.45
1517,0.8056,0.7861,74.4828,0.1,1.05,1.05,-0.44
1518,0.7861,0.7833,76.3251,0.1,0.985,0.985,-0.49
1519,0.7833,0.7889,76.5957,0.1,0.985,1.02,-0.535
1520,0.7889,0.5361,76.0563,0.1,1.13,1.13,-0.53
1521,0.5361,1.0278,111.9171,0.1,0.995,1.07,-0.535
1522,1.0278,0.8389,58.3784,0.1,0.93,0.955,-0.58
1523,0.8389,0.825,71.5232,0.1,0.995,0.995,-0.575
1524,0.825,0.7944,72.7273,0.1,1.08,1.125,-0.55
1525,0.7944,0.7611,75.5245,0.1,1.225,1.225,-0.54
1526,0.7611,0.8,78.8321,0.1,0.95,0.995,-0.515
1527,0.8,0.8139,75.0,0.1,1.055,1.1,-0.515
1528,0.8139,0.55,73.7201,0.1,1.08,1.1,-0.51
1529,0.55,1.0083,109.0909,0.1,1.015,1.08,-0.505
1530,1.0083,0.8528,59.5041,0.1,0.865,0.945,-0.615
1531,0.8528,0.8306,70.3583,0.1,0.95,1.01,-0.59
1532,0.8306,0.7833,72.2408,0.1,1.17,1.17,-0.545
1533,0.7833,0.7833,76.5957,0.1,1.02,1.06,-0.595
1534,0.7833,0.7861,76.5957,0.1,0.945,0.945,-0.575
1535,0.7861,0.8417,76.3251,0.1,1.225,1.225,-0.525
1536,0.8417,0.8389,71.2871,0.1,1.095,1.105,-0.54
1537,0.8389,0.8194,71.5232,0.1,1.17,1.185,-0.53
1538,0.8194,0.8139,73.2203,0.1,0.965,0.965,-0.54
1539,0.8139,0.8222,73.7201,0.1,1.03,1.03,-0.54
1540,0.8222,0.7944,72.973,0.1,1.15,1.15,-0.52
1541,0.7944,0.7833,75.5245,0.1,1.11,1.11,-0.625
1542,0.7833,0.8056,76.5957,0.1,0.84,0.91,-0.64
1543,0.8056,0.8611,74.4828,0.1,1.085,1.17,-0.59
1544,0.8611,0.8667,69.6774,0.1,1.1,1.12,-0.575
1545,0.8667,0.8222,69.2308,0.1,1.08,1.08,-0.555
1546,0.8222,0.8,72.973,0.1,0.845,0.91,-0.585
1547,0.8,0.8222,75.0,0.1,0.92,0.94,-0.635
1548,0.8222,0.8194,72.973,0.1,1.115,1.16,-0.54
1549,0.8194,0.825,73.2203,0.1,1.05,1.05,-0.54
1550,0.825,0.6028,72.7273,0.1,0.92,0.92,-0.565
1551,0.6028,1.025,99.5392,0.1,0.91,0.91,-0.595
1552,1.025,0.8667,58.5366,0.1,1.065,1.135,-0.535
1553,0.8667,0.8389,69.2308,0.1,0.99,1.03,-0.565
1554,0.8389,0.7833,71.5232,0.1,0.895,0.93,-0.57
1555,0.7833,0.7972,76.5957,0.1,0.935,0.935,-0.55
1556,0.7972,0.8278,75.2613,0.1,1.035,1.11,-0.58
1557,0.8278,0.6444,72.4832,0.1,0.98,1.015,-0.57
1558,0.6444,0.9861,93.1034,0.1,1.03,1.03,-0.57
1559,0.9861,0.8389,60.8451,0.1,0.93,0.99,-0.56
1560,0.8389,0.8222,71.5232,0.1,1.015,1.105,-0.59
1561,0.8222,0.8056,72.973,0.1,1.11,1.12,-0.56
1562,0.8056,0.7722,74.4828,0.1,1.03,1.03,-0.545
1563,0.7722,0.7806,77.6978,0.1,0.91,0.94,-0.53
1564,0.7806,0.8139,76.8683,0.1,1.195,1.195,-0.535
1565,0.8139,0.8444,73.7201,0.1,1.14,1.14,-0.605
1566,0.8444,0.8278,71.0526,0.1,1.145,1.19,-0.575
1567,0.8278,0.8139,72.4832,0.1,1.035,1.035,-0.55
1568,0.8139,0.7917,73.7201,0.1,0.95,0.985,-0.595
1569,0.7917,0.7889,75.7895,0.1,1.15,1.15,-0.56
1570,0.7889,0.7889,76.0563,0.1,1.09,1.09,-0.575
1571,0.7889,0.7944,76.0563,0.1,0.945,0.945,-0.515
1572,0.7944,0.8417,75.5245,0.1,1.1,1.19,-0.52
1573,0.8417,0.8444,71.2871,0.1,1.385,1.435,-0.49
1574,0.8444,0.8528,71.0526,0.1,1.095,1.14,-0.52
1575,0.8528,0.8056,70.3583,0.1,1.03,1.03,-0.545
1576,0.8056,0.7972,74.4828,0.1,1.085,1.085,-0.485
1577,0.7972,0.7833,75.2613,0.1,1.17,1.215,-0.495
1578,0.7833,0.8,76.5957,0.1,1.11,1.11,-0.53
1579,0.8,0.8278,75.0,0.1,1.09,1.09,-0.52
1580,0.8278,0.8556,72.4832,0.1,1.06,1.06,-0.5
1581,0.8556,0.8444,70.1299,0.1,1.225,1.225,-0.495
1582,0.8444,0.8222,71.0526,0.1,1.16,1.205,-0.485
1583,0.8222,0.8028,72.973,0.1,1.125,1.125,-0.445
1584,0.8028,0.8,74.7405,0.1,1.075,1.075,-0.48
1585,0.8,0.7806,75.0,0.1,1.265,1.265,-0.435
1586,0.7806,0.8083,76.8683,0.1,1.275,1.275,-0.445
1587,0.8083,0.8194,74.2268,0.1,1.29,1.325,-0.475
1588,0.8194,0.8528,73.2203,0.1,1.035,1.035,-0.545
1589,0.8528,0.8389,70.3583,0.1,1.13,1.13,-0.56
1590,0.8389,0.8056,71.5232,0.1,1.23,1.23,-0.49
1591,0.8056,0.575,74.4828,0.1,1.205,1.205,-0.485
1592,0.575,0.9611,104.3478,0.1,1.045,1.045,-0.495
1593,0.9611,0.8222,62.4277,0.1,1.155,1.155,-0.535
1594,0.8222,0.8194,72.973,0.1,1.14,1.18,-0.525
1595,0.8194,0.8333,73.2203,0.1,1.1,1.1,-0.49
1596,0.8333,0.8361,72.0,0.1,1.03,1.03,-0.54
1597,0.8361,0.8278,71.7608,0.1,1.295,1.325,-0.52
1598,0.8278,0.7889,72.4832,0.1,1.235,1.24,-0.475
1599,0.7889,0.7611,76.0563,0.1,1.135,1.14,-0.46
1600,0.7611,0.8,78.8321,0.1,1.025,1.07,-0.495
1601,0.8,0.8361,75.0,0.1,1.15,1.15,-0.58
1602,0.8361,0.8417,71.7608,0.1,1.05,1.195,-0.63
1603,0.8417,0.6417,71.2871,0.1,1.08,1.08,-0.57
1604,0.6417,0.9889,93.5065,0.1,1.0,1.03,-0.57
1605,0.9889,0.8111,60.6742,0.1,1.26,1.26,-0.51
1606,0.8111,0.7972,73.9726,0.1,1.2,1.2,-0.5
1607,0.7972,0.7694,75.2613,0.1,1.13,1.135,-0.485
1608,0.7694,0.7889,77.9783,0.1,1.0,1.045,-0.51
1609,0.7889,0.8389,76.0563,0.1,1.18,1.18,-0.53
1610,0.8389,0.8583,71.5232,0.1,1.215,1.23,-0.53
1611,0.8583,0.8222,69.9029,0.1,1.125,1.125,-0.485
1612,0.8222,0.7972,72.973,0.1,1.125,1.14,-0.505
1613,0.7972,0.8056,75.2613,0.1,1.04,1.05,-0.62
1614,0.8056,0.7917,74.4828,0.1,1.135,1.2,-0.56
1615,0.7917,0.8,75.7895,0.1,1.04,1.065,-0.565
1616,0.8,0.8139,75.0,0.1,0.975,0.975,-0.525
1617,0.8139,0.8333,73.7201,0.1,0.97,0.97,-0.57
1618,0.8333,0.8528,72.0,0.1,1.16,1.235,-0.515
1619,0.8528,0.8278,70.3583,0.1,1.065,1.11,-0.55
1620,0.8278,0.7722,72.4832,0.1,0.97,0.97,-0.57
1621,0.7722,0.7889,77.6978,0.1,1.08,1.155,-0.52
1622,0.7889,0.7889,76.0563,0.1,1.155,1.19,-0.555
1623,0.7889,0.7889,76.0563,0.1,1.13,1.13,-0.53
1624,0.7889,0.8667,76.0563,0.1,0.91,0.91,-0.54
1625,0.8667,0.8417,69.2308,0.1,1.005,1.005,-0.545
1626,0.8417,0.8222,71.2871,0.1,1.325,1.325,-0.485
1627,0.8222,0.825,72.973,0.1,1.175,1.175,-0.475
1628,0.825,0.7806,72.7273,0.1,1.085,1.085,-0.47
1629,0.7806,0.7833,76.8683,0.1,0.875,0.95,-0.5
1630,0.7833,0.7889,76.5957,0.1,1.11,1.11,-0.545
1631,0.7889,0.8333,76.0563,0.1,1.16,1.225,-0.495
1632,0.8333,0.8417,72.0,0.1,1.055,1.065,-0.51
1633,0.8417,0.8417,71.2871,0.1,0.92,0.935,-0.545
1634,0.8417,0.8278,71.2871,0.1,0.93,1.005,-0.575
