beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),R_amp,QRS_max,QRS_min
1282,0.7889,0.8111,76.0563,1.2701,1.2965,-0.2528
1283,0.8111,0.8556,73.9726,1.228,1.228,-0.2411
1284,0.8556,0.8611,70.1299,1.2161,1.2161,-0.2295
1285,0.8611,0.7611,69.6774,1.1933,1.1933,-0.2461
1286,0.7611,0.7694,78.8321,1.3471,1.3471,-0.2431
1287,0.7694,0.8083,77.9783,1.2272,1.2272,-0.2537
1288,0.8083,0.8222,74.2268,1.2378,1.242,-0.2389
1289,0.8222,0.7917,72.973,1.2673,1.2673,-0.2356
1290,0.7917,0.8333,75.7895,1.2413,1.2413,-0.2512
1291,0.8333,0.8639,72.0,1.1621,1.1621,-0.2207
1292,0.8639,0.7944,69.4534,1.2171,1.2171,-0.2312
1293,0.7944,0.7972,75.5245,1.3134,1.3134,-0.2518
1294,0.7972,0.7889,75.2613,1.1868,1.1868,-0.2513
1295,0.7889,0.8139,76.0563,1.1328,1.1328,-0.2408
1296,0.8139,0.7917,73.7201,1.2459,1.2459,-0.2183
1297,0.7917,0.8361,75.7895,1.3156,1.3469,-0.2715
1298,0.8361,0.8444,71.7608,1.2327,1.2327,-0.2493
1299,0.8444,0.8222,71.0526,1.1153,1.1153,-0.2498
1300,0.8222,0.7472,72.973,1.4936,1.5067,-0.2428
1301,0.7472,0.7722,80.2974,1.255,1.255,-0.2562
1302,0.7722,0.7917,77.6978,1.2121,1.2121,-0.231
1303,0.7917,0.8028,75.7895,1.1447,1.1447,-0.2386
1304,0.8028,0.7639,74.7405,1.2364,1.2364,-0.2288
1305,0.7639,0.825,78.5455,1.3619,1.3619,-0.2705
1306,0.825,0.8444,72.7273,1.2154,1.2154,-0.2523
1307,0.8444,0.8111,71.0526,1.1505,1.1505,-0.2248
1308,0.8111,0.7167,73.9726,1.381,1.3831,-0.2221
1309,0.7167,0.7694,83.7209,1.2869,1.2869,-0.2395
1310,0.7694,0.8028,77.9783,1.4486,1.4486,-0.245
1311,0.8028,0.8472,74.7405,1.1362,1.1392,-0.243
1312,0.8472,0.7889,70.8197,1.2671,1.2671,-0.2247
1313,0.7889,0.8,76.0563,1.3634,1.3634,-0.3163
1314,0.8,0.8417,75.0,1.2684,1.2684,-0.2403
1315,0.8417,0.8111,71.2871,1.2264,1.2452,-0.2405
1316,0.8111,0.7222,73.9726,1.3032,1.3032,-0.2235
1317,0.7222,0.7472,83.0769,1.3515,1.3515,-0.2411
1318,0.7472,0.8,80.2974,1.2274,1.2274,-0.2401
1319,0.8,0.8417,75.0,1.1703,1.1703,-0.2471
1320,0.8417,0.7861,71.2871,1.3253,1.3253,-0.2179
1321,0.7861,0.8028,76.3251,1.3382,1.3382,-0.2502
1322,0.8028,0.8028,74.7405,1.2513,1.2513,-0.2284
1323,0.8028,0.7917,74.7405,1.161,1.161,-0.2315
1324,0.7917,0.6111,75.7895,1.2877,1.2877,-0.2203
1325,0.6111,0.8972,98.1818,1.4038,1.4038,-0.3062
1326,0.8972,0.8222,66.8731,1.2521,1.2521,-0.2286
1327,0.8222,0.8472,72.973,1.1988,1.1988,-0.2431
1328,0.8472,0.8417,70.8197,1.3392,1.3392,-0.2147
1329,0.8417,0.8333,71.2871,1.3361,1.3384,-0.223
1330,0.8333,0.7722,72.0,1.2708,1.2708,-0.2308
1331,0.7722,0.7583,77.6978,1.4326,1.4326,-0.2479
1332,0.7583,0.7778,79.1209,1.4008,1.4008,-0.2034
1333,0.7778,0.8111,77.1429,1.3544,1.3878,-0.2388
1334,0.8111,0.8111,73.9726,1.5436,1.5436,-0.2428
1335,0.8111,0.8028,73.9726,1.1725,1.1725,-0.2593
1336,0.8028,0.8278,74.7405,1.2593,1.2593,-0.2099
1337,0.8278,0.8,72.4832,1.3626,1.3626,-0.2365
1338,0.8,0.7639,75.0,1.2819,1.2827,-0.2423
1339,0.7639,0.775,78.5455,1.1869,1.1869,-0.2407
1340,0.775,0.7556,77.4194,1.3253,1.3339,-0.2166
1341,0.7556,0.8056,79.4118,1.4145,1.4509,-0.2342
1342,0.8056,0.8167,74.4828,1.3869,1.4205,-0.2304
1343,0.8167,0.8306,73.4694,1.1627,1.1627,-0.2427
1344,0.8306,0.8,72.2408,1.4776,1.5279,-0.231
1345,0.8,0.8,75.0,1.2518,1.2518,-0.2431
1346,0.8,0.7611,75.0,1.1329,1.1329,-0.2266
1347,0.7611,0.7944,78.8321,1.1266,1.1266,-0.2807
1348,0.7944,0.7889,75.5245,1.2945,1.2945,-0.2246
1349,0.7889,0.8056,76.0563,1.2284,1.2284,-0.2222
1350,0.8056,0.825,74.4828,1.2617,1.2617,-0.2457
1351,0.825,0.8361,72.7273,1.1006,1.1181,-0.2166
1352,0.8361,0.8056,71.7608,1.2667,1.2667,-0.2105
1353,0.8056,0.7833,74.4828,1.2481,1.2481,-0.2306
1354,0.7833,0.7806,76.5957,1.3106,1.3106,-0.2271
1355,0.7806,0.7833,76.8683,1.0563,1.064,-0.2343
1356,0.7833,0.8306,76.5957,1.1748,1.1748,-0.1959
1357,0.8306,0.8333,72.2408,1.2886,1.2886,-0.2415
1358,0.8333,0.8111,72.0,1.2108,1.2108,-0.247
1359,0.8111,0.8333,73.9726,1.1382,1.1382,-0.2322
1360,0.8333,0.8111,72.0,1.1987,1.2235,-0.2676
1361,0.8111,0.7722,73.9726,1.245,1.245,-0.245
1362,0.7722,0.7583,77.6978,1.172,1.172,-0.2239
1363,0.7583,0.8028,79.1209,1.0899,1.0899,-0.2382
1364,0.8028,0.8278,74.7405,1.3903,1.3903,-0.2139
1365,0.8278,0.8556,72.4832,1.2583,1.2933,-0.2628
1366,0.8556,0.8278,70.1299,1.2814,1.2941,-0.2367
1367,0.8278,0.7944,72.4832,1.1169,1.1169,-0.2797
1368,0.7944,0.825,75.5245,1.223,1.223,-0.1884
1369,0.825,0.8028,72.7273,1.2771,1.2771,-0.2346
1370,0.8028,0.7917,74.7405,1.1447,1.1447,-0.2278
1371,0.7917,0.8222,75.7895,1.0908,1.0908,-0.2307
1372,0.8222,0.8583,72.973,1.213,1.213,-0.1939
1373,0.8583,0.8472,69.9029,1.2125,1.2125,-0.2279
1374,0.8472,0.825,70.8197,1.3378,1.3378,-0.2385
1375,0.825,0.7861,72.7273,1.0641,1.0641,-0.2296
1376,0.7861,0.7778,76.3251,1.2085,1.2085,-0.2087
1377,0.7778,0.8028,77.1429,1.2687,1.2687,-0.2316
1378,0.8028,0.7972,74.7405,1.1747,1.1747,-0.2275
1379,0.7972,0.825,75.2613,1.0954,1.0954,-0.2236
1380,0.825,0.8333,72.7273,1.2723,1.2723,-0.2177
1381,0.8333,0.825,72.0,1.2467,1.2467,-0.2314
1382,0.825,0.7861,72.7273,1.2373,1.2373,-0.2277
1383,0.7861,0.7944,76.3251,1.0977,1.0977,-0.2381
1384,0.7944,0.7667,75.5245,1.2738,1.2738,-0.2019
1385,0.7667,0.7833,78.2609,1.2002,1.2002,-0.238
1386,0.7833,0.8194,76.5957,1.1459,1.1459,-0.2256
1387,0.8194,0.8472,73.2203,1.1475,1.1475,-0.2357
1388,0.8472,0.8222,70.8197,1.2945,1.2945,-0.2354
1389,0.8222,0.8111,72.973,1.2215,1.2215,-0.2474
1390,0.8111,0.775,73.9726,1.183,1.183,-0.2498
1391,0.775,0.7917,77.4194,1.0796,1.0796,-0.251
1392,0.7917,0.8111,75.7895,1.3099,1.3099,-0.2105
1393,0.8111,0.8,73.9726,1.2101,1.2101,-0.2338
1394,0.8,0.5611,75.0,1.1712,1.1777,-0.2444
1395,0.5611,1.025,106.9307,1.0656,1.1068,-0.1959
1396,1.025,0.8417,58.5366,1.2816,1.2816,-0.2082
1397,0.8417,0.7972,71.2871,1.2222,1.2222,-0.2543
1398,0.7972,0.7639,75.2613,1.1349,1.1349,-0.2376
1399,0.7639,0.7889,78.5455,1.1425,1.1425,-0.2528
1400,0.7889,0.7944,76.0563,1.2631,1.2869,-0.2425
1401,0.7944,0.825,75.5245,1.2227,1.2227,-0.2471
1402,0.825,0.8167,72.7273,1.314,1.314,-0.2583
1403,0.8167,0.8139,73.4694,1.2309,1.2309,-0.2103
1404,0.8139,0.8278,73.7201,1.2964,1.2964,-0.2352
1405,0.8278,0.7722,72.4832,1.2478,1.3232,-0.2413
1406,0.7722,0.7722,77.6978,1.1093,1.1093,-0.2429
1407,0.7722,0.7944,77.6978,1.1869,1.1869,-0.2131
1408,0.7944,0.8056,75.5245,1.2647,1.2647,-0.2221
1409,0.8056,0.8444,74.4828,1.3399,1.3399,-0.2264
1410,0.8444,0.8444,71.0526,1.22,1.2637,-0.2242
1411,0.8444,0.8333,71.0526,1.198,1.198,-0.2258
1412,0.8333,0.7917,72.0,1.3157,1.3157,-0.2361
1413,0.7917,0.7972,75.7895,1.334,1.334,-0.234
1414,0.7972,0.7833,75.2613,1.1475,1.1475,-0.2236
1415,0.7833,0.8167,76.5957,1.1942,1.1942,-0.2194
1416,0.8167,0.8194,73.4694,1.2841,1.2841,-0.2291
1417,0.8194,0.8222,73.2203,1.2266,1.2561,-0.2319
1418,0.8222,0.8417,72.973,1.1754,1.1754,-0.2193
1419,0.8417,0.8167,71.2871,1.1966,1.1966,-0.2185
1420,0.8167,0.7861,73.4694,1.295,1.295,-0.2344
1421,0.7861,0.7639,76.3251,1.1756,1.1756,-0.2189
1422,0.7639,0.8,78.5455,1.0885,1.0885,-0.268
1423,0.8,0.8139,75.0,1.3485,1.3513,-0.2357
1424,0.8139,0.8194,73.7201,1.2406,1.2406,-0.2366
1425,0.8194,0.8167,73.2203,1.1526,1.1526,-0.2427
1426,0.8167,0.8056,73.4694,1.101,1.101,-0.2551
1427,0.8056,0.8056,74.4828,1.3136,1.3136,-0.223
1428,0.8056,0.7861,74.4828,1.2861,1.2861,-0.2263
1429,0.7861,0.7528,76.3251,1.1419,1.1419,-0.2265
1430,0.7528,0.8056,79.7048,1.085,1.085,-0.2396
1431,0.8056,0.8389,74.4828,1.3736,1.3736,-0.2175
1432,0.8389,0.8361,71.5232,1.2808,1.2808,-0.2252
1433,0.8361,0.8167,71.7608,1.1192,1.1192,-0.2244
1434,0.8167,0.7889,73.4694,1.156,1.156,-0.2206
1435,0.7889,0.7889,76.0563,1.3444,1.3444,-0.2259
1436,0.7889,0.7861,76.0563,1.2047,1.2047,-0.2361
1437,0.7861,0.7889,76.3251,1.099,1.099,-0.2308
1438,0.7889,0.8222,76.0563,1.1722,1.1722,-0.2178
1439,0.8222,0.8333,72.973,1.2937,1.2937,-0.2334
1440,0.8333,0.8444,72.0,1.2316,1.2316,-0.2464
1441,0.8444,0.8056,71.0526,1.1221,1.1221,-0.2298
1442,0.8056,0.7806,74.4828,1.1725,1.1725,-0.225
1443,0.7806,0.7778,76.8683,1.4769,1.4769,-0.2223
1444,0.7778,0.7861,77.1429,1.3115,1.3115,-0.2361
1445,0.7861,0.8083,76.3251,1.2052,1.2062,-0.2262
1446,0.8083,0.85,74.2268,1.1708,1.1708,-0.237
1447,0.85,0.8444,70.5882,1.5346,1.5346,-0.2384
1448,0.8444,0.8139,71.0526,1.2708,1.2989,-0.3068
1449,0.8139,0.8139,73.7201,1.2647,1.2647,-0.2444
1450,0.8139,0.8056,73.7201,1.1605,1.1605,-0.2457
1451,0.8056,0.7694,74.4828,1.2808,1.2808,-0.215
1452,0.7694,0.7778,77.9783,1.2039,1.2039,-0.2966
1453,0.7778,0.8111,77.1429,1.1396,1.1396,-0.2185
1454,0.8111,0.85,73.9726,1.2082,1.2082,-0.2647
1455,0.85,0.8222,70.5882,1.3305,1.3342,-0.2253
1456,0.8222,0.7972,72.973,1.2607,1.2607,-0.2463
1457,0.7972,0.7583,75.2613,1.3048,1.3145,-0.2317
1458,0.7583,0.8083,79.1209,1.1774,1.1774,-0.2214
1459,0.8083,0.7806,74.2268,1.3235,1.3235,-0.2325
1460,0.7806,0.7778,76.8683,1.5271,1.5271,-0.2453
1461,0.7778,0.8167,77.1429,1.1212,1.1212,-0.2413
1462,0.8167,0.8417,73.4694,1.1871,1.2043,-0.2413
1463,0.8417,0.8139,71.2871,1.3332,1.3332,-0.2879
1464,0.8139,0.7861,73.7201,1.2768,1.2768,-0.2428
1465,0.7861,0.7722,76.3251,1.1316,1.1357,-0.2114
1466,0.7722,0.7694,77.6978,1.227,1.2315,-0.2711
1467,0.7694,0.8167,77.9783,1.3054,1.3385,-0.2706
1468,0.8167,0.8028,73.4694,1.3732,1.3732,-0.2526
1469,0.8028,0.8028,74.7405,1.2467,1.2467,-0.2397
1470,0.8028,0.8278,74.7405,1.3575,1.3866,-0.2279
1471,0.8278,0.8111,72.4832,1.3278,1.3385,-0.2538
1472,0.8111,0.7694,73.9726,1.2363,1.2363,-0.2763
1473,0.7694,0.7778,77.9783,1.104,1.1085,-0.2426
1474,0.7778,0.7806,77.1429,1.2767,1.2767,-0.2262
1475,0.7806,0.8056,76.8683,1.275,1.275,-0.2329
1476,0.8056,0.8333,74.4828,1.2108,1.2108,-0.2861
1477,0.8333,0.8361,72.0,1.1536,1.1536,-0.2237
1478,0.8361,0.8111,71.7608,1.2539,1.2539,-0.2125
1479,0.8111,0.6333,73.9726,1.3336,1.3432,-0.2445
1480,0.6333,0.9056,94.7368,1.2506,1.2506,-0.2352
1481,0.9056,0.7861,66.2577,1.1514,1.1514,-0.2111
1482,0.7861,0.5972,76.3251,1.2328,1.2328,-0.2244
1483,0.5972,0.9611,100.4651,1.3092,1.3092,-0.2559
1484,0.9611,0.8278,62.4277,1.2004,1.2004,-0.2092
1485,0.8278,0.8472,72.4832,1.119,1.119,-0.2343
1486,0.8472,0.825,70.8197,1.1566,1.1664,-0.2643
1487,0.825,0.7639,72.7273,1.2917,1.2917,-0.2281
1488,0.7639,0.7694,78.5455,1.136,1.136,-0.2309
1489,0.7694,0.7694,77.9783,1.1114,1.1114,-0.2032
1490,0.7694,0.8194,77.9783,1.1542,1.1542,-0.2323
1491,0.8194,0.8417,73.2203,1.4449,1.4449,-0.2185
1492,0.8417,0.825,71.2871,1.354,1.362,-0.2394
1493,0.825,0.8056,72.7273,1.0781,1.0781,-0.2418
1494,0.8056,0.8389,74.4828,1.151,1.151,-0.2295
1495,0.8389,0.7806,71.5232,1.3115,1.3115,-0.2241
1496,0.7806,0.7694,76.8683,1.2136,1.2136,-0.2325
1497,0.7694,0.7972,77.9783,1.1015,1.1015,-0.2278
1498,0.7972,0.8278,75.2613,1.1422,1.1422,-0.2142
1499,0.8278,0.8444,72.4832,1.309,1.309,-0.2163
1500,0.8444,0.8389,71.0526,1.2352,1.2467,-0.2366
1501,0.8389,0.7889,71.5232,1.1017,1.1017,-0.2149
1502,0.7889,0.7917,76.0563,1.1151,1.1151,-0.216
1503,0.7917,0.8167,75.7895,1.2975,1.2975,-0.2203
1504,0.8167,0.7889,73.4694,1.202,1.202,-0.2342
1505,0.7889,0.7833,76.0563,1.3138,1.3138,-0.2247
1506,0.7833,0.8583,76.5957,1.1194,1.1194,-0.2189
1507,0.8583,0.8278,69.9029,1.2457,1.2457,-0.2209
1508,0.8278,0.8472,72.4832,1.2007,1.2007,-0.2462
1509,0.8472,0.7889,70.8197,1.1396,1.1396,-0.2469
1510,0.7889,0.7778,76.0563,1.0835,1.0835,-0.2187
1511,0.7778,0.7806,77.1429,1.3954,1.4199,-0.2335
1512,0.7806,0.8333,76.8683,1.2401,1.2411,-0.2392
1513,0.8333,0.8194,72.0,1.1495,1.1495,-0.2318
1514,0.8194,0.8306,73.2203,1.136,1.136,-0.2165
1515,0.8306,0.8333,72.2408,1.4491,1.4491,-0.2274
1516,0.8333,0.8056,72.0,1.2613,1.2613,-0.2442
1517,0.8056,0.7861,74.4828,1.1236,1.1236,-0.2358
1518,0.7861,0.7833,76.3251,1.1551,1.1551,-0.2254
1519,0.7833,0.7889,76.5957,1.1733,1.1733,-0.2387
1520,0.7889,0.5361,76.0563,1.3014,1.3014,-0.2425
1521,0.5361,1.0278,111.9171,1.2193,1.2193,-0.2284
1522,1.0278,0.8389,58.3784,1.1998,1.1998,-0.2314
1523,0.8389,0.825,71.5232,1.2136,1.2136,-0.233
1524,0.825,0.7944,72.7273,1.3127,1.3127,-0.2401
1525,0.7944,0.7611,75.5245,1.427,1.427,-0.2441
1526,0.7611,0.8,78.8321,1.1405,1.1405,-0.2236
1527,0.8,0.8139,75.0,1.2475,1.2475,-0.2278
1528,0.8139,0.55,73.7201,1.258,1.258,-0.2432
1529,0.55,1.0083,109.0909,1.2419,1.2419,-0.2252
1530,1.0083,0.8528,59.5041,1.2066,1.2216,-0.2362
1531,0.8528,0.8306,70.3583,1.2066,1.2121,-0.2446
1532,0.8306,0.7833,72.2408,1.3522,1.3522,-0.2415
1533,0.7833,0.7833,76.5957,1.223,1.223,-0.2795
1534,0.7833,0.7861,76.5957,1.0873,1.0873,-0.2337
1535,0.7861,0.8417,76.3251,1.5223,1.5223,-0.225
1536,0.8417,0.8389,71.2871,1.3148,1.3148,-0.2373
1537,0.8389,0.8194,71.5232,1.4224,1.4224,-0.2429
1538,0.8194,0.8139,73.2203,1.1379,1.1379,-0.2338
1539,0.8139,0.8222,73.7201,1.1974,1.1974,-0.2329
1540,0.8222,0.7944,72.973,1.2659,1.2659,-0.2345
1541,0.7944,0.7833,75.5245,1.2956,1.2956,-0.3194
1542,0.7833,0.8056,76.5957,1.1028,1.1225,-0.2707
1543,0.8056,0.8611,74.4828,1.4663,1.5083,-0.2222
1544,0.8611,0.8667,69.6774,1.342,1.342,-0.2378
1545,0.8667,0.8222,69.2308,1.2507,1.2507,-0.2469
1546,0.8222,0.8,72.973,1.107,1.1097,-0.2384
1547,0.8,0.8222,75.0,1.1602,1.1602,-0.243
1548,0.8222,0.8194,72.973,1.3639,1.3639,-0.2235
1549,0.8194,0.825,73.2203,1.2165,1.2165,-0.2326
1550,0.825,0.6028,72.7273,1.094,1.094,-0.2313
1551,0.6028,1.025,99.5392,1.1294,1.1294,-0.2425
1552,1.025,0.8667,58.5366,1.2843,1.2901,-0.223
1553,0.8667,0.8389,69.2308,1.2093,1.2093,-0.2492
1554,0.8389,0.7833,71.5232,1.1091,1.1091,-0.2363
1555,0.7833,0.7972,76.5957,1.1505,1.1505,-0.2043
1556,0.7972,0.8278,75.2613,1.3026,1.3056,-0.2234
1557,0.8278,0.6444,72.4832,1.2288,1.2288,-0.251
1558,0.6444,0.9861,93.1034,1.2265,1.2265,-0.2541
1559,0.9861,0.8389,60.8451,1.149,1.1605,-0.2387
1560,0.8389,0.8222,71.5232,1.2643,1.2752,-0.276
1561,0.8222,0.8056,72.973,1.2847,1.2847,-0.2481
1562,0.8056,0.7722,74.4828,1.1859,1.1859,-0.2426
1563,0.7722,0.7806,77.6978,1.0926,1.0926,-0.2283
1564,0.7806,0.8139,76.8683,1.4723,1.4723,-0.2337
1565,0.8139,0.8444,73.7201,1.3121,1.3121,-0.2876
1566,0.8444,0.8278,71.0526,1.4241,1.4241,-0.2594
1567,0.8278,0.8139,72.4832,1.2783,1.2846,-0.2301
1568,0.8139,0.7917,73.7201,1.2155,1.2155,-0.2394
1569,0.7917,0.7889,75.7895,1.3506,1.3506,-0.2326
1570,0.7889,0.7889,76.0563,1.2603,1.2603,-0.2564
1571,0.7889,0.7944,76.0563,1.1496,1.1496,-0.2177
1572,0.7944,0.8417,75.5245,1.3937,1.4308,-0.2232
1573,0.8417,0.8444,71.2871,1.6429,1.6429,-0.2474
1574,0.8444,0.8528,71.0526,1.2616,1.2616,-0.2549
1575,0.8528,0.8056,70.3583,1.1905,1.1905,-0.2789
1576,0.8056,0.7972,74.4828,1.2021,1.2021,-0.2192
1577,0.7972,0.7833,75.2613,1.3441,1.3441,-0.231
1578,0.7833,0.8,76.5957,1.2727,1.2727,-0.2574
1579,0.8,0.8278,75.0,1.3016,1.3016,-0.2523
1580,0.8278,0.8556,72.4832,1.2205,1.2205,-0.2096
1581,0.8556,0.8444,70.1299,1.3722,1.3722,-0.2472
1582,0.8444,0.8222,71.0526,1.2889,1.2889,-0.2583
1583,0.8222,0.8028,72.973,1.2113,1.2113,-0.2355
1584,0.8028,0.8,74.7405,1.1926,1.1926,-0.2237
1585,0.8,0.7806,75.0,1.3063,1.3063,-0.2384
1586,0.7806,0.8083,76.8683,1.3076,1.3076,-0.2789
1587,0.8083,0.8194,74.2268,1.4853,1.4853,-0.2652
1588,0.8194,0.8528,73.2203,1.216,1.216,-0.2357
1589,0.8528,0.8389,70.3583,1.2933,1.2933,-0.2513
1590,0.8389,0.8056,71.5232,1.3531,1.3531,-0.2556
1591,0.8056,0.575,74.4828,1.2431,1.2431,-0.2531
1592,0.575,0.9611,104.3478,1.1865,1.1865,-0.2274
1593,0.9611,0.8222,62.4277,1.3209,1.3209,-0.2213
1594,0.8222,0.8194,72.973,1.3219,1.3219,-0.2453
1595,0.8194,0.8333,73.2203,1.2555,1.2555,-0.2246
1596,0.8333,0.8361,72.0,1.2301,1.2301,-0.235
1597,0.8361,0.8278,71.7608,1.5318,1.5318,-0.2492
1598,0.8278,0.7889,72.4832,1.3519,1.3519,-0.2478
1599,0.7889,0.7611,76.0563,1.2195,1.2195,-0.2606
1600,0.7611,0.8,78.8321,1.1971,1.1971,-0.2446
1601,0.8,0.8361,75.0,1.3849,1.3849,-0.2499
1602,0.8361,0.8417,71.7608,1.3642,1.4174,-0.2661
1603,0.8417,0.6417,71.2871,1.2667,1.2667,-0.2556
1604,0.6417,0.9889,93.5065,1.2366,1.2366,-0.2539
1605,0.9889,0.8111,60.6742,1.4025,1.4025,-0.2399
1606,0.8111,0.7972,73.9726,1.3139,1.3139,-0.2664
1607,0.7972,0.7694,75.2613,1.2416,1.2416,-0.2466
1608,0.7694,0.7889,77.9783,1.1964,1.1964,-0.2325
1609,0.7889,0.8389,76.0563,1.3221,1.3221,-0.2505
1610,0.8389,0.8583,71.5232,1.371,1.371,-0.2893
1611,0.8583,0.8222,69.9029,1.2329,1.2329,-0.257
1612,0.8222,0.7972,72.973,1.3419,1.3419,-0.2293
1613,0.7972,0.8056,75.2613,1.2274,1.2274,-0.3186
1614,0.8056,0.7917,74.4828,1.3055,1.3136,-0.2593
1615,0.7917,0.8,75.7895,1.2262,1.2262,-0.2766
1616,0.8,0.8139,75.0,1.1494,1.1494,-0.2281
1617,0.8139,0.8333,73.7201,1.1887,1.1887,-0.2366
1618,0.8333,0.8528,72.0,1.4415,1.4638,-0.2263
1619,0.8528,0.8278,70.3583,1.3084,1.3084,-0.259
1620,0.8278,0.7722,72.4832,1.1285,1.1285,-0.2669
1621,0.7722,0.7889,77.6978,1.3952,1.4172,-0.2221
1622,0.7889,0.7889,76.0563,1.3267,1.3267,-0.2626
1623,0.7889,0.7889,76.0563,1.3638,1.3638,-0.2364
1624,0.7889,0.8667,76.0563,1.0929,1.0929,-0.2212
1625,0.8667,0.8417,69.2308,1.2045,1.2045,-0.2232
1626,0.8417,0.8222,71.2871,1.4857,1.4857,-0.2378
1627,0.8222,0.825,72.973,1.2585,1.2585,-0.2574
1628,0.825,0.7806,72.7273,1.1944,1.1944,-0.2343
1629,0.7806,0.7833,76.8683,1.0762,1.0816,-0.2067
1630,0.7833,0.7889,76.5957,1.2485,1.2485,-0.2701
1631,0.7889,0.8333,76.0563,1.3216,1.3356,-0.2429
1632,0.8333,0.8417,72.0,1.2185,1.2185,-0.2352
1633,0.8417,0.8417,71.2871,1.1408,1.1408,-0.2339
1634,0.8417,0.8278,71.2871,1.1619,1.1634,-0.2375
1635,0.8278,0.7806,72.4832,1.3009,1.3009,-0.2396
1636,0.7806,0.8028,76.8683,1.2296,1.2296,-0.2632
1637,0.8028,0.7944,74.7405,1.1429,1.1429,-0.2155
1638,0.7944,0.8194,75.5245,1.1563,1.1563,-0.2489
1639,0.8194,0.8417,73.2203,1.3135,1.3135,-0.2282
1640,0.8417,0.8417,71.2871,1.2427,1.2427,-0.2524
1641,0.8417,0.8278,71.2871,1.1594,1.1619,-0.2378
1642,0.8278,0.825,72.4832,1.1832,1.1832,-0.2286
1643,0.825,0.7833,72.7273,1.3707,1.3807,-0.2259
1644,0.7833,0.8,76.5957,1.2435,1.2435,-0.2422
1645,0.8,0.8333,75.0,1.1164,1.1164,-0.244
1646,0.8333,0.8528,72.0,1.3467,1.3467,-0.2389
1647,0.8528,0.8389,70.3583,1.3426,1.3426,-0.2703
1648,0.8389,0.8472,71.5232,1.2521,1.2521,-0.2655
1649,0.8472,0.7861,70.8197,1.197,1.197,-0.2619
1650,0.7861,0.8111,76.3251,1.1476,1.1476,-0.2389
1651,0.8111,0.7917,73.9726,1.3136,1.3136,-0.2344
1652,0.7917,0.7917,75.7895,1.2513,1.2513,-0.2449
1653,0.7917,0.8278,75.7895,1.1487,1.1487,-0.2295
1654,0.8278,0.8722,72.4832,1.2271,1.2271,-0.2337
1655,0.8722,0.825,68.7898,1.3411,1.3411,-0.2722
1656,0.825,0.8167,72.7273,1.3139,1.3139,-0.2545
1657,0.8167,0.7833,73.4694,1.1264,1.1264,-0.2872
1658,0.7833,0.8,76.5957,1.1454,1.1454,-0.2262
1659,0.8,0.8056,75.0,1.3264,1.3264,-0.2759
1660,0.8056,0.8056,74.4828,1.2326,1.2326,-0.2487
1661,0.8056,0.8194,74.4828,1.3633,1.4015,-0.2131
1662,0.8194,0.8611,73.2203,1.2413,1.247,-0.2272
1663,0.8611,0.8444,69.6774,1.3937,1.4155,-0.2288
1664,0.8444,0.7917,71.0526,1.2398,1.2398,-0.2559
1665,0.7917,0.7806,75.7895,1.1468,1.1468,-0.2409
1666,0.7806,0.8,76.8683,1.1882,1.1882,-0.2295
1667,0.8,0.8194,75.0,1.4637,1.4885,-0.2267
1668,0.8194,0.8528,73.2203,1.2452,1.2452,-0.2634
1669,0.8528,0.825,70.3583,1.1698,1.1698,-0.2378
1670,0.825,0.8167,72.7273,1.2301,1.2506,-0.2314
1671,0.8167,0.825,73.4694,1.3692,1.3692,-0.2523
1672,0.825,0.7917,72.7273,1.2765,1.2765,-0.2644
1673,0.7917,0.7694,75.7895,1.1575,1.1575,-0.2538
1674,0.7694,0.7861,77.9783,1.1483,1.1483,-0.2483
1675,0.7861,0.8111,76.3251,1.3423,1.3423,-0.2481
1676,0.8111,0.8361,73.9726,1.2935,1.2935,-0.2886
1677,0.8361,0.8278,71.7608,1.2449,1.2449,-0.2538
1678,0.8278,0.7972,72.4832,1.1917,1.1917,-0.2337
1679,0.7972,0.7667,75.2613,1.2766,1.2766,-0.2287
1680,0.7667,0.7917,78.2609,1.3431,1.3431,-0.2597
1681,0.7917,0.7722,75.7895,1.2578,1.2578,-0.237
1682,0.7722,0.7861,77.6978,1.1516,1.1516,-0.2323
1683,0.7861,0.8361,76.3251,1.2405,1.2405,-0.2378
1684,0.8361,0.8333,71.7608,1.5575,1.5575,-0.2512
1685,0.8333,0.8278,72.0,1.2978,1.2978,-0.262
1686,0.8278,0.7944,72.4832,1.1671,1.1671,-0.2394
1687,0.7944,0.7667,75.5245,1.1867,1.1867,-0.2286
1688,0.7667,0.75,78.2609,1.2063,1.2063,-0.2275
1689,0.75,0.775,80.0,1.0684,1.0684,-0.261
1690,0.775,0.7889,77.4194,1.1186,1.1186,-0.2276
1691,0.7889,0.8222,76.0563,1.4373,1.4373,-0.2483
1692,0.8222,0.8056,72.973,1.402,1.4287,-0.2456
1693,0.8056,0.7972,74.4828,1.3309,1.359,-0.2694
1694,0.7972,0.775,75.2613,1.1511,1.1511,-0.2301
1695,0.775,0.7972,77.4194,1.219,1.219,-0.2353
1696,0.7972,0.775,75.2613,1.3298,1.3298,-0.2425
1697,0.775,0.8028,77.4194,1.5321,1.5321,-0.2559
1698,0.8028,0.8278,74.7405,1.147,1.147,-0.2356
